"Test Results for Recipe KI35 | USPs on PLPs | ALL | CRO-6718"
"Export Date","2026-03-02 17:02:50 UTC+00:00"
"Report Date Range","2026-02-04 07:25:22 UTC+00:00 - 2026-03-02 23:59:59 UTC+00:00"
"Test Type","A/B test"
"Started on","2026-02-04 07:25:22 UTC+00:00"
"Report Segment","All Experience's visitors"
"Order Value Outlier Processing",none
"Products Count Outlier Processing",none

Timestamp,"Variation Id",Event,"Goal Ids",Revenue,"Products Ordered",Browser,Country
1772183157077,1004436128,conversion,1004106427,,,edge,ZA
1772182592426,1004436127,conversion,1004106427,,,safari,ZA
1772182402534,1004436128,conversion,1004106427,,,chrome,ZA
1772181951648,1004436128,conversion,1004106427,,,chrome,ZA
1772181760565,1004436127,conversion,1004106427,,,chrome,ZA
1772181678038,1004436128,conversion,1004106427,,,chrome,ZA
1772181653248,1004436127,conversion,1004106427,,,chrome,ZA
1772181629346,1004436127,conversion,1004106427,,,edge,ZA
1772181364489,1004436128,conversion,1004106427,,,safari,ZA
1772180877180,1004436127,conversion,1004106427,,,edge,ZA
1772179947224,1004436128,conversion,1004106427,,,chrome,ZA
1772179615238,1004436128,conversion,1004106427,,,chrome,ZA
1772179467428,1004436128,conversion,1004106427,,,chrome,ZA
1772177148183,1004436128,conversion,1004106427,,,edge,ZA
1772176600590,1004436128,conversion,1004106427,,,edge,ZA
1772176155411,1004436127,conversion,1004106427,,,edge,ZA
1772175916904,1004436128,conversion,1004106427,,,safari,ZA
1772175893405,1004436128,conversion,1004106427,,,edge,ZA
1772175809445,1004436128,conversion,1004106427,,,edge,ZA
1772175545407,1004436128,conversion,1004106427,,,safari,ZA
1772175414040,1004436128,conversion,1004106427,,,safari,ZA
1772175377615,1004436127,conversion,1004106427,,,chrome,ZA
1772175062924,1004436128,conversion,1004106427,,,edge,ZA
1772174904119,1004436128,conversion,1004106427,,,edge,ZA
1772173718995,1004436128,conversion,1004106427,,,edge,ZA
1772171316549,1004436127,conversion,1004106427,,,edge,ZA
1772170320449,1004436127,conversion,1004106427,,,safari,ZA
1772169951120,1004436127,conversion,1004106427,,,safari,ZA
1772169703918,1004436128,conversion,1004106427,,,chrome,ZA
1772167065277,1004436128,conversion,1004106427,,,chrome,ZA
1772162149918,1004436128,conversion,1004106427,,,safari,ZA
1772154140520,1004436128,conversion,1004106427,,,safari,ZA
1772147116925,1004436127,conversion,1004106427,,,chrome,ZA
1772146518565,1004436127,conversion,1004106427,,,safari,ZA
1772145762226,1004436128,conversion,1004106427,,,chrome,ZA
1772141801618,1004436128,conversion,1004106427,,,safari,ZA
1772139869850,1004436128,conversion,1004106427,,,safari,ZA
1772138014226,1004436127,conversion,1004106427,,,safari,ZA
1772135132884,1004436127,conversion,1004106427,,,safari,ZA
1772134922858,1004436128,conversion,1004106427,,,safari,ZA
1772134054599,1004436128,conversion,1004106427,,,safari,ZA
1772133900726,1004436128,conversion,1004106427,,,safari,ZA
1772133449121,1004436128,conversion,1004106427,,,chrome,ZA
1772133116871,1004436128,conversion,1004106427,,,safari,ZA
1772132777961,1004436128,conversion,1004106427,,,chrome,ZA
1772132294610,1004436127,conversion,1004106427,,,safari,ZA
1772130720711,1004436127,conversion,1004106427,,,chrome,ZA
1772130353164,1004436128,conversion,1004106427,,,safari,ZA
1772130053057,1004436128,conversion,1004106427,,,safari,ZA
1772129768095,1004436128,conversion,1004106427,,,safari,ZA
1772129740977,1004436128,conversion,1004106427,,,safari,ZA
1772129632937,1004436127,conversion,1004106427,,,safari,ZA
1772129487559,1004436128,conversion,1004106427,,,safari,ZA
1772128884909,1004436128,conversion,1004106427,,,safari,ZA
1772128672949,1004436128,conversion,1004106427,,,chrome,ZA
1772128521703,1004436127,conversion,1004106427,,,chrome,ZA
1772128119230,1004436128,conversion,1004106427,,,chrome,ZA
1772127984489,1004436128,conversion,1004106427,,,chrome,ZA
1772127977720,1004436128,conversion,1004106427,,,safari,ZA
1772126980876,1004436127,conversion,1004106427,,,chrome,ZA
1772126841792,1004436127,conversion,1004106427,,,safari,ZA
1772126226740,1004436127,conversion,1004106427,,,safari,ZA
1772126166029,1004436127,conversion,1004106427,,,safari,ZA
1772125193375,1004436128,conversion,1004106427,,,chrome,ZA
1772125167174,1004436128,conversion,1004106427,,,chrome,ZA
1772124867832,1004436128,conversion,1004106427,,,safari,ZA
1772123902457,1004436128,conversion,1004106427,,,safari,ZA
1772123138443,1004436127,conversion,1004106427,,,edge,SG
1772123013353,1004436127,conversion,1004106427,,,chrome,ZA
1772122203076,1004436128,conversion,1004106427,,,chrome,ZA
1772121035665,1004436127,conversion,1004106427,,,safari,ZA
